graph,num_nodes,num_edges,density,avg_degree,max_degree,clustering_coef,is_directed,num_components,is_connected,has_cycle,label
g9964.json,364,363,0.005,1.9945054945054943,4,0.0,False,1,True,False,bfs
g8676.json,15,14,0.133,1.8666666666666667,3,0.0,False,1,True,False,bfs
g7583.json,32,52,0.105,3.25,4,0.0,False,1,True,True,bfs
g3893.json,10,16,0.356,3.2,6,0.3166666666666666,False,1,True,True,bfs
g5044.json,21,63,0.3,6.0,8,0.5066893424036281,False,1,True,True,bfs
g2781.json,43,42,0.047,1.9534883720930232,11,0.0,False,1,True,False,bfs
g7079.json,21,32,0.152,3.047619047619047,4,0.0,False,1,True,True,bfs
g8226.json,1365,1364,0.001,1.9985347985347983,5,0.0,False,1,True,False,bfs
g3939.json,12,35,0.53,5.833333333333333,10,0.4914021164021163,False,1,True,True,dijkstra
g1904.json,46,148,0.143,6.434782608695652,11,0.1275707384403036,False,1,True,True,bfs
g5414.json,43,86,0.095,4.0,6,0.2472868217054263,False,1,True,True,bfs
g7429.json,15,22,0.21,2.933333333333333,4,0.0,False,1,True,True,bfs
g963.json,34,71,0.127,4.176470588235294,8,0.0658263305322128,False,1,True,True,bfs
g9067.json,63,62,0.032,1.968253968253968,3,0.0,False,1,True,False,bfs
g6392.json,28,45,0.119,3.2142857142857144,4,0.0,False,1,True,True,bfs
g1457.json,34,103,0.184,6.0588235294117645,10,0.1638655462184873,False,1,True,True,bfs
g5947.json,14,28,0.308,4.0,5,0.3690476190476191,False,1,True,True,bfs
g3190.json,48,92,0.082,3.8333333333333335,22,0.3066214608977766,False,1,True,True,bfs
g430.json,9,12,0.333,2.6666666666666665,4,0.2407407407407407,False,1,True,True,bfs
g6668.json,56,97,0.063,3.4642857142857144,4,0.0,False,1,True,True,bfs
g4655.json,29,29,0.071,2.0,3,0.0,False,1,True,True,bfs
g9437.json,5461,5460,0.0,1.999633766709394,5,0.0,False,1,True,False,bfs
g1007.json,44,115,0.122,5.2272727272727275,11,0.1481470549652367,False,1,True,True,bfs
g6238.json,21,32,0.152,3.047619047619047,4,0.0,False,1,True,True,bfs
g4205.json,24,24,0.087,2.0,3,0.0694444444444444,False,1,True,True,bfs
g6516.json,64,112,0.056,3.5,4,0.0,False,1,True,True,bfs
g1729.json,44,110,0.116,5.0,9,0.1443722943722943,False,1,True,True,bfs
g3714.json,32,60,0.121,3.75,16,0.2744419642857142,False,1,True,True,bfs
g2806.json,18,17,0.111,1.8888888888888888,11,0.0,False,1,True,False,bfs
g9319.json,121,120,0.017,1.9834710743801651,4,0.0,False,1,True,False,bfs
g1683.json,50,250,0.204,10.0,18,0.1890139664257311,False,1,True,True,bfs
g6146.json,32,52,0.105,3.25,4,0.0,False,1,True,True,bfs
g1379.json,18,39,0.255,4.333333333333333,7,0.3095238095238095,False,1,True,True,bfs
g4481.json,45,135,0.136,6.0,8,0.4035449735449736,False,1,True,True,bfs
g3344.json,29,28,0.069,1.9310344827586208,8,0.0,False,1,True,False,bfs
g9749.json,121,120,0.017,1.9834710743801651,4,0.0,False,1,True,False,bfs
g7307.json,20,31,0.163,3.1,4,0.0,False,1,True,True,bfs
g2105.json,30,56,0.129,3.7333333333333334,12,0.2533597883597883,False,1,True,True,bfs
g8508.json,85,84,0.024,1.9764705882352944,5,0.0,False,1,True,False,bfs
g7757.json,64,112,0.056,3.5,4,0.0,False,1,True,True,bfs
g4878.json,20,40,0.211,4.0,5,0.305,False,1,True,True,bfs
g6845.json,16,24,0.2,3.0,4,0.0,False,1,True,True,bfs
g2555.json,35,96,0.161,5.485714285714286,16,0.2908994180422751,False,1,True,True,bfs
g5290.json,46,92,0.089,4.0,6,0.2789855072463768,False,1,True,True,bfs
g8158.json,1365,1364,0.001,1.9985347985347983,5,0.0,False,1,True,False,bfs
g5785.json,41,41,0.05,2.0,3,0.0,False,2,False,True,greedy_coloring
g2040.json,14,13,0.143,1.8571428571428572,4,0.0,False,1,True,False,bfs
g4897.json,21,21,0.1,2.0,3,0.111111111111111,False,1,True,True,bfs
g7242.json,24,38,0.138,3.1666666666666665,4,0.0,False,1,True,True,bfs
g2410.json,25,24,0.08,1.92,8,0.0,False,1,True,False,bfs
g7612.json,64,112,0.056,3.5,4,0.0,False,1,True,True,bfs
g6900.json,28,45,0.119,3.2142857142857144,4,0.0,False,1,True,True,bfs
g3651.json,11,18,0.327,3.272727272727273,7,0.3705627705627705,False,1,True,True,bfs
g4194.json,13,26,0.333,4.0,6,0.3051282051282051,False,1,True,True,bfs
g2943.json,14,13,0.143,1.8571428571428572,7,0.0,False,1,True,False,bfs
g6453.json,18,27,0.176,3.0,4,0.0,False,1,True,True,bfs
g1396.json,48,325,0.288,13.541666666666666,20,0.2851583895121047,False,1,True,True,bfs
g3201.json,41,180,0.22,8.78048780487805,23,0.3124547006026639,False,1,True,True,bfs
g6003.json,42,71,0.082,3.380952380952381,4,0.0,False,1,True,True,bfs
g8334.json,364,363,0.005,1.9945054945054943,4,0.0,False,1,True,False,bfs
g1816.json,19,49,0.287,5.157894736842105,8,0.2699248120300752,False,1,True,True,bfs
g2739.json,34,33,0.059,1.9411764705882353,19,0.0,False,1,True,False,bfs
g5506.json,29,29,0.071,2.0,4,0.0,False,1,True,True,bfs
g871.json,38,199,0.283,10.473684210526317,18,0.3080005005314603,False,1,True,True,bfs
g9876.json,63,62,0.032,1.968253968253968,3,0.0,False,1,True,False,bfs
g8764.json,341,340,0.006,1.994134897360704,5,0.0,False,1,True,False,bfs
g24.json,36,133,0.211,7.388888888888889,12,0.2005912297578964,False,1,True,True,bfs
g7491.json,32,52,0.105,3.25,4,0.0,False,1,True,True,bfs
g2369.json,15,36,0.343,4.8,12,0.6604473304473305,False,1,True,True,bfs
g3981.json,17,60,0.441,7.0588235294117645,13,0.5122390681214212,False,1,True,True,dijkstra
g5156.json,50,100,0.082,4.0,5,0.3373333333333333,False,1,True,True,bfs
g2693.json,50,49,0.04,1.96,17,0.0,False,1,True,False,bfs
g9525.json,1365,1364,0.001,1.9985347985347983,5,0.0,False,1,True,False,bfs
g488.json,28,51,0.135,3.642857142857143,8,0.1193877551020408,False,1,True,True,bfs
g3128.json,30,81,0.186,5.4,14,0.2169428719428719,False,1,True,True,bfs
g1115.json,33,105,0.199,6.363636363636363,11,0.1727797455070182,False,1,True,True,bfs
g172.json,50,193,0.158,7.72,15,0.1416940836940837,False,1,True,True,bfs
g4317.json,34,68,0.121,4.0,5,0.3980392156862745,False,1,True,True,bfs
g9175.json,40,39,0.05,1.95,4,0.0,False,1,True,False,bfs
g6280.json,48,82,0.073,3.4166666666666665,4,0.0,False,1,True,True,bfs
g3578.json,22,21,0.091,1.9090909090909092,8,0.0,False,1,True,False,bfs
g1545.json,28,78,0.206,5.571428571428571,9,0.1092687074829932,False,1,True,True,bfs
g5855.json,41,41,0.05,2.0,3,0.0,False,1,True,True,bfs
g7868.json,35,58,0.097,3.3142857142857145,4,0.0,False,1,True,True,bfs
g3082.json,35,66,0.111,3.7714285714285714,18,0.3106391647568118,False,1,True,True,bfs
g522.json,42,84,0.098,4.0,8,0.1196145124716553,False,1,True,True,bfs
g4747.json,12,24,0.364,4.0,6,0.3194444444444444,False,1,True,True,bfs
g4252.json,28,56,0.148,4.0,6,0.2142857142857142,False,1,True,True,bfs
g3597.json,43,156,0.173,7.255813953488372,19,0.2956282895191383,False,1,True,True,bfs
g9460.json,1365,1364,0.001,1.9985347985347983,5,0.0,False,1,True,False,bfs
g7887.json,56,97,0.063,3.4642857142857144,4,0.0,False,1,True,True,bfs
g1050.json,35,66,0.111,3.7714285714285714,8,0.0416326530612244,False,1,True,True,bfs
g6795.json,30,49,0.113,3.2666666666666666,4,0.0,False,1,True,True,bfs
g5910.json,47,94,0.087,4.0,6,0.2319148936170212,False,1,True,True,bfs
g4602.json,14,14,0.154,2.0,3,0.0,False,1,True,True,bfs
g467.json,18,47,0.307,5.222222222222222,8,0.2837301587301587,False,1,True,True,bfs
g9030.json,5461,5460,0.0,1.999633766709394,5,0.0,False,1,True,False,bfs
g1400.json,29,56,0.138,3.8620689655172415,9,0.1507936507936507,False,1,True,True,bfs
g2386.json,11,10,0.182,1.818181818181818,8,0.0,False,1,True,False,bfs
g5443.json,40,80,0.103,4.0,6,0.3741666666666667,False,1,True,True,bfs
g934.json,13,16,0.205,2.4615384615384617,4,0.1923076923076923,False,1,True,True,bfs
g9899.json,1093,1092,0.002,1.9981701738334856,4,0.0,False,1,True,False,bfs
g8271.json,85,84,0.024,1.9764705882352944,5,0.0,False,1,True,False,bfs
g1953.json,27,53,0.151,3.925925925925926,9,0.093151087595532,False,1,True,True,bfs
g7184.json,56,97,0.063,3.4642857142857144,4,0.0,False,1,True,True,bfs
g5013.json,36,36,0.057,2.0,4,0.0277777777777777,False,2,False,True,greedy_coloring
g9933.json,40,39,0.05,1.95,4,0.0,False,1,True,False,bfs
g8621.json,341,340,0.006,1.994134897360704,5,0.0,False,1,True,False,bfs
g2543.json,10,25,0.556,5.0,9,0.813015873015873,False,1,True,True,dijkstra
g5286.json,36,108,0.171,6.0,9,0.5137125220458555,False,1,True,True,bfs
g6853.json,42,71,0.082,3.380952380952381,4,0.0,False,1,True,True,bfs
g7741.json,21,32,0.152,3.047619047619047,4,0.0,False,1,True,True,bfs
g2113.json,21,80,0.381,7.619047619047619,14,0.5076003361717648,False,1,True,True,bfs
g7311.json,21,32,0.152,3.047619047619047,4,0.0,False,1,True,True,bfs
g4497.json,10,20,0.444,4.0,5,0.4233333333333333,False,1,True,True,dijkstra
g3352.json,47,46,0.043,1.9574468085106385,9,0.0,False,1,True,False,bfs
g1695.json,45,197,0.199,8.755555555555556,16,0.2019545886212553,False,1,True,True,bfs
g308.json,15,23,0.219,3.066666666666667,7,0.2031746031746031,False,1,True,True,bfs
g6150.json,35,58,0.097,3.3142857142857145,4,0.0,False,1,True,True,bfs
g2810.json,34,64,0.114,3.764705882352941,15,0.2225867269984917,False,1,True,True,bfs
g3702.json,21,54,0.257,5.142857142857143,12,0.3500927643784787,False,1,True,True,bfs
g758.json,23,73,0.289,6.3478260869565215,12,0.266340422862162,False,1,True,True,bfs
g6500.json,30,49,0.113,3.2666666666666666,4,0.0,False,1,True,True,bfs
g6015.json,42,71,0.082,3.380952380952381,4,0.0,False,1,True,True,bfs
g4028.json,32,32,0.065,2.0,4,0.0,False,1,True,True,bfs
g8908.json,127,126,0.016,1.984251968503937,3,0.0,False,1,True,False,bfs
g3217.json,25,66,0.22,5.28,12,0.3581991341991342,False,1,True,True,bfs
g6445.json,35,58,0.097,3.3142857142857145,4,0.0,False,1,True,True,bfs
g4478.json,18,36,0.235,4.0,5,0.2777777777777778,False,1,True,True,bfs
g1380.json,31,85,0.183,5.483870967741935,12,0.2237257366289624,False,1,True,True,bfs
g2955.json,35,34,0.057,1.9428571428571428,9,0.0,False,1,True,False,bfs
g3647.json,33,140,0.265,8.484848484848484,19,0.3214272241502751,False,1,True,True,bfs
g4182.json,45,90,0.091,4.0,5,0.3696296296296297,False,1,True,True,bfs
g6916.json,35,58,0.097,3.3142857142857145,4,0.0,False,1,True,True,bfs
g5639.json,10,10,0.222,2.0,3,0.2333333333333333,False,1,True,True,bfs
g7604.json,18,27,0.176,3.0,4,0.0,False,1,True,True,bfs
g2406.json,12,11,0.167,1.8333333333333333,5,0.0,False,1,True,False,bfs
g5269.json,12,12,0.182,2.0,3,0.0,False,1,True,True,bfs
g7254.json,40,67,0.086,3.35,4,0.0,False,1,True,True,bfs
g4881.json,34,102,0.182,6.0,8,0.2483193277310924,False,1,True,True,bfs
g5793.json,36,72,0.114,4.0,6,0.3324074074074075,False,1,True,True,bfs
g2056.json,18,32,0.209,3.5555555555555554,11,0.2680014430014429,False,1,True,True,bfs
g9499.json,40,39,0.05,1.95,4,0.0,False,1,True,False,bfs
g3094.json,18,65,0.425,7.222222222222222,13,0.4972185222185223,False,1,True,True,dijkstra
g534.json,36,154,0.244,8.555555555555555,15,0.2505439005439005,False,1,True,True,bfs
g4751.json,28,56,0.148,4.0,7,0.1438775510204081,False,1,True,True,bfs
g5843.json,12,24,0.364,4.0,5,0.2694444444444444,False,1,True,True,bfs
g6296.json,12,17,0.258,2.8333333333333335,4,0.0,False,1,True,True,bfs
g1553.json,16,27,0.225,3.375,5,0.2583333333333333,False,1,True,True,bfs
g9163.json,85,84,0.024,1.9764705882352944,5,0.0,False,1,True,False,bfs
g164.json,11,13,0.236,2.363636363636364,4,0.0,False,1,True,True,bfs
g4301.json,50,100,0.082,4.0,6,0.2266666666666667,False,1,True,True,bfs
g1103.json,37,105,0.158,5.675675675675675,9,0.1299227799227799,False,1,True,True,bfs
g9533.json,63,62,0.032,1.968253968253968,3,0.0,False,1,True,False,bfs
g8288.json,341,340,0.006,1.994134897360704,5,0.0,False,1,True,False,bfs
g5140.json,43,86,0.095,4.0,7,0.3126245847176079,False,1,True,True,bfs
g2685.json,37,132,0.198,7.135135135135135,19,0.3110368073990365,False,1,True,True,bfs
g3997.json,11,24,0.436,4.363636363636363,8,0.4748917748917748,False,1,True,True,dijkstra
g32.json,31,104,0.224,6.709677419354839,11,0.2492063492063491,False,1,True,True,bfs
g7487.json,49,84,0.071,3.4285714285714284,4,0.0,False,1,True,True,bfs
g8772.json,63,62,0.032,1.968253968253968,3,0.0,False,1,True,False,bfs
g9860.json,85,84,0.024,1.9764705882352944,5,0.0,False,1,True,False,bfs
g867.json,14,23,0.253,3.2857142857142856,6,0.15,False,1,True,True,bfs
g5510.json,38,38,0.054,2.0,3,0.0,False,1,True,True,bfs
g1800.json,42,215,0.25,10.238095238095235,20,0.258756754245476,False,1,True,True,bfs
g8322.json,127,126,0.016,1.984251968503937,3,0.0,False,1,True,False,bfs
g888.json,23,69,0.273,6.0,11,0.3170807453416148,False,1,True,True,bfs
g8637.json,63,62,0.032,1.968253968253968,3,0.0,False,1,True,False,bfs
g9925.json,1365,1364,0.001,1.9985347985347983,5,0.0,False,1,True,False,bfs
g7038.json,20,31,0.163,3.1,4,0.0,False,1,True,True,bfs
g5005.json,38,38,0.054,2.0,4,0.0,False,1,True,True,bfs
g7192.json,49,84,0.071,3.4285714285714284,4,0.0,False,1,True,True,bfs
g1945.json,22,64,0.277,5.818181818181818,9,0.3165584415584415,False,1,True,True,bfs
g3978.json,42,117,0.136,5.571428571428571,16,0.1941512191512191,False,1,True,True,bfs
g8267.json,5461,5460,0.0,1.999633766709394,5,0.0,False,1,True,False,bfs
g922.json,14,19,0.209,2.7142857142857144,5,0.1499999999999999,False,1,True,True,bfs
g2390.json,10,25,0.556,5.0,9,0.7846825396825398,False,1,True,True,dijkstra
g7468.json,36,60,0.095,3.3333333333333335,4,0.0,False,1,True,True,bfs
g5455.json,14,28,0.308,4.0,5,0.5095238095238095,False,1,True,True,bfs
g1416.json,11,17,0.309,3.090909090909091,6,0.2515151515151515,False,1,True,True,bfs
g9026.json,121,120,0.017,1.9834710743801651,4,0.0,False,1,True,False,bfs
g4614.json,12,36,0.545,6.0,8,0.6311507936507936,False,1,True,True,dijkstra
g6629.json,20,31,0.163,3.1,4,0.0,False,1,True,True,bfs
g471.json,45,253,0.256,11.244444444444444,16,0.2523908807242142,False,1,True,True,bfs
g5906.json,47,47,0.043,2.0,3,0.0,False,1,True,True,bfs
g1046.json,41,167,0.204,8.146341463414634,13,0.1795357758772393,False,1,True,True,bfs
g6783.json,42,71,0.082,3.380952380952381,4,0.0,False,1,True,True,bfs
g7891.json,30,49,0.113,3.2666666666666666,4,0.0,False,1,True,True,bfs
g9476.json,5461,5460,0.0,1.999633766709394,5,0.0,False,1,True,False,bfs
g4244.json,25,25,0.083,2.0,3,0.0,False,2,False,True,greedy_coloring
g3581.json,26,48,0.148,3.692307692307693,10,0.1348901098901099,False,1,True,True,bfs
g6279.json,40,67,0.086,3.35,4,0.0,False,1,True,True,bfs
g6557.json,35,58,0.097,3.3142857142857145,4,0.0,False,1,True,True,bfs
g1292.json,41,122,0.149,5.951219512195122,13,0.1688962798718896,False,1,True,True,bfs
g9358.json,121,120,0.017,1.9834710743801651,4,0.0,False,1,True,False,bfs
g2847.json,29,100,0.246,6.896551724137931,15,0.2905359008807285,False,1,True,True,bfs
g3755.json,35,34,0.057,1.9428571428571428,8,0.0,False,1,True,False,bfs
g1768.json,26,44,0.135,3.3846153846153846,8,0.086080586080586,False,2,False,True,greedy_coloring
g4090.json,45,90,0.091,4.0,6,0.305925925925926,False,1,True,True,bfs
g6107.json,32,52,0.105,3.25,4,0.0,False,1,True,True,bfs
g9708.json,63,62,0.032,1.968253968253968,3,0.0,False,1,True,False,bfs
g3305.json,24,23,0.083,1.9166666666666667,6,0.0,False,1,True,False,bfs
g1338.json,46,254,0.245,11.043478260869565,16,0.2503059742190176,False,1,True,True,bfs
g7346.json,40,67,0.086,3.35,4,0.0,False,1,True,True,bfs
g8549.json,121,120,0.017,1.9834710743801651,4,0.0,False,1,True,False,bfs
g4993.json,20,40,0.211,4.0,5,0.4966666666666667,False,1,True,True,bfs
g5681.json,21,21,0.1,2.0,3,0.0,False,1,True,True,bfs
g2144.json,16,55,0.458,6.875,14,0.6150738150738151,False,1,True,True,dijkstra
g6804.json,9,12,0.333,2.6666666666666665,4,0.0,False,1,True,True,bfs
g4839.json,23,46,0.182,4.0,5,0.363768115942029,False,1,True,True,bfs
g7716.json,24,38,0.138,3.1666666666666665,4,0.0,False,1,True,True,bfs
g8119.json,364,363,0.005,1.9945054945054943,4,0.0,False,1,True,False,bfs
g2514.json,29,28,0.069,1.9310344827586208,9,0.0,False,1,True,False,bfs
g2001.json,23,60,0.237,5.217391304347826,12,0.3170148691887822,False,1,True,True,bfs
g7203.json,15,22,0.21,2.933333333333333,4,0.0,False,1,True,True,bfs
g2451.json,26,88,0.271,6.769230769230769,12,0.3132839382839382,False,1,True,True,bfs
g5394.json,11,11,0.2,2.0,3,0.0,False,1,True,True,bfs
g6941.json,35,58,0.097,3.3142857142857145,4,0.0,False,1,True,True,bfs
g7653.json,35,58,0.097,3.3142857142857145,4,0.0,False,1,True,True,bfs
g2902.json,16,39,0.325,4.875,10,0.4306051587301587,False,1,True,True,bfs
g3610.json,15,14,0.133,1.8666666666666667,8,0.0,False,1,True,False,bfs
g6412.json,35,58,0.097,3.3142857142857145,4,0.0,False,1,True,True,bfs
g4585.json,39,39,0.053,2.0,4,0.0,False,1,True,True,bfs
g3240.json,34,64,0.114,3.764705882352941,19,0.5904011537138473,False,1,True,True,bfs
g1787.json,12,15,0.227,2.5,5,0.1555555555555555,False,1,True,True,bfs
g6042.json,30,49,0.113,3.2666666666666666,4,0.0,False,1,True,True,bfs
g7080.json,35,58,0.097,3.3142857142857145,4,0.0,False,1,True,True,bfs
g2778.json,48,47,0.042,1.9583333333333333,11,0.0,False,1,True,False,bfs
g1857.json,10,11,0.244,2.2,3,0.1666666666666666,False,1,True,True,bfs
g8375.json,121,120,0.017,1.9834710743801651,4,0.0,False,1,True,False,bfs
g830.json,35,69,0.116,3.942857142857143,11,0.0698701298701298,False,1,True,True,bfs
g2282.json,41,40,0.049,1.951219512195122,11,0.0,False,1,True,False,bfs
g5547.json,30,60,0.138,4.0,6,0.3744444444444444,False,1,True,True,bfs
g2328.json,35,150,0.252,8.571428571428571,22,0.3418987612220694,False,1,True,True,bfs
g65.json,20,56,0.295,5.6,10,0.2903968253968253,False,1,True,True,bfs
g8725.json,1365,1364,0.001,1.9985347985347983,5,0.0,False,1,True,False,bfs
g9837.json,1365,1364,0.001,1.9985347985347983,5,0.0,False,1,True,False,bfs
g5117.json,26,78,0.24,6.0,9,0.372893772893773,False,1,True,True,bfs
g1154.json,41,153,0.187,7.463414634146342,12,0.1622707915390842,False,1,True,True,bfs
g6691.json,18,27,0.176,3.0,4,0.0,False,1,True,True,bfs
g3169.json,27,72,0.205,5.333333333333333,16,0.3884680134680135,False,1,True,True,bfs
g7983.json,49,84,0.071,3.4285714285714284,4,0.0,False,1,True,True,bfs
g9564.json,85,84,0.024,1.9764705882352944,5,0.0,False,1,True,False,bfs
g4356.json,28,84,0.222,6.0,8,0.2960884353741496,False,1,True,True,bfs
g3493.json,22,85,0.368,7.727272727272728,18,0.5169926775541749,False,1,True,True,bfs
g133.json,15,24,0.229,3.2,7,0.2847619047619047,False,1,True,True,bfs
g1504.json,25,63,0.21,5.04,9,0.2126984126984127,False,1,True,True,bfs
g3539.json,28,115,0.304,8.214285714285714,21,0.5123482198670168,False,1,True,True,bfs
g9134.json,63,62,0.032,1.968253968253968,3,0.0,False,1,True,False,bfs
g4706.json,45,45,0.045,2.0,4,0.0333333333333333,False,2,False,True,greedy_coloring
g563.json,32,94,0.19,5.875,11,0.1875676406926407,False,1,True,True,bfs
g7829.json,42,71,0.082,3.380952380952381,4,0.0,False,1,True,True,bfs
g5814.json,37,37,0.056,2.0,3,0.0,False,1,True,True,bfs
g4213.json,12,24,0.364,4.0,5,0.2194444444444444,False,1,True,True,bfs
g1011.json,38,182,0.259,9.578947368421051,15,0.2504974557606136,False,1,True,True,bfs
g9421.json,1093,1092,0.002,1.9981701738334856,4,0.0,False,1,True,False,bfs
g3186.json,24,23,0.083,1.9166666666666667,8,0.0,False,1,True,False,bfs
g426.json,36,110,0.175,6.111111111111111,11,0.1768939393939394,False,1,True,True,bfs
g4643.json,28,84,0.222,6.0,9,0.3182539682539682,False,1,True,True,bfs
g5951.json,16,16,0.133,2.0,3,0.0,False,1,True,True,bfs
g6384.json,64,112,0.056,3.5,4,0.0,False,1,True,True,bfs
g1441.json,39,137,0.185,7.0256410256410255,12,0.2032486032486033,False,1,True,True,bfs
g9071.json,1365,1364,0.001,1.9985347985347983,5,0.0,False,1,True,False,bfs
g975.json,23,63,0.249,5.478260869565218,10,0.2193926846100759,False,1,True,True,bfs
g5402.json,47,47,0.043,2.0,3,0.0,False,1,True,True,bfs
g1912.json,14,18,0.198,2.5714285714285716,6,0.219047619047619,False,1,True,True,bfs
g8230.json,5461,5460,0.0,1.999633766709394,5,0.0,False,1,True,False,bfs
g5052.json,24,24,0.087,2.0,3,0.0,False,1,True,True,bfs
g2797.json,50,225,0.184,9.0,23,0.2914817120406702,False,1,True,True,bfs
g3885.json,22,40,0.173,3.636363636363636,9,0.2177128427128427,False,1,True,True,bfs
g7595.json,21,32,0.152,3.047619047619047,4,0.0,False,1,True,True,bfs
g8660.json,364,363,0.005,1.9945054945054943,4,0.0,False,1,True,False,bfs
g9972.json,341,340,0.006,1.994134897360704,5,0.0,False,1,True,False,bfs
g6890.json,24,37,0.134,3.0833333333333335,4,0.0,False,1,True,True,bfs
g7782.json,35,58,0.097,3.3142857142857145,4,0.0,False,1,True,True,bfs
g8477.json,85,84,0.024,1.9764705882352944,5,0.0,False,1,True,False,bfs
g5245.json,32,64,0.129,4.0,6,0.3697916666666667,False,1,True,True,bfs
g2580.json,28,75,0.198,5.357142857142857,15,0.2994047619047619,False,1,True,True,bfs
